Family,SpeciesName,WoodDensity
NA,Nectandra sp.,0.43
NA,Nectandra sp.,0.48
NA,Nectandra sp.,0.72
NA,Nectandra spp.,0.52
NA,Ocotea glandulosa,0.46
NA,Ocotea leucoxylon,0.45
NA,Ocotea moschata,0.61
NA,Ocotea rodioei,0.86
NA,Ocotea rodioei,0.85
NA,Ocotea rubra,0.54
NA,Ocotea rubra,0.55
NA,Ocotea rubra,0.56
NA,Ocotea spathulata,0.62
NA,Ocotea spp.,0.51
NA,Onychopetalum amazonicum,0.64
NA,Ormosia krugii,0.5
NA,Ormosia lignivalvis,0.58
NA,Ormosia spp.,0.59
NA,Ouratea sp.,0.66
NA,Pachira acuatica,0.43
NA,Paratecoma peroba,0.6
NA,Parinari campestris,0.69
NA,Parinari excelsa,0.64
NA,Parinari rodolfi,0.72
NA,Parinari spp.,0.68
NA,Parkia belutina,0.42
NA,Parkia multijuga,0.38
NA,Parkia oppositifolia,0.24
NA,Parkia pendula,0.51
NA,Parkia spp.,0.39
NA,Peltogyne porphyrocardia,0.92
NA,Peltogyne spp.,0.79
NA,Pentaclethra macroloba,0.65
NA,Pentaclethra macroloba,0.68
NA,Pera glabrata,0.65
NA,Pera schomburgkiana,0.59
NA,Persea spp.,0.4
NA,Persea spp.,0.47
NA,Persea spp.,0.52
NA,Petitia domingensis,0.66
NA,Pinus caribaea,0.51
NA,Pinus oocarpa,0.55
NA,Pinus patula,0.45
NA,Piptadenia communis,0.68
NA,Piptadenia pittieri,0.67
NA,Piptadenia pittieri,0.62
NA,Piptadenia psilostachya,0.67
NA,Piptadenia rigida,0.73
NA,Piptadenia sp.,0.58
NA,Piptadenia suaveolens,0.72
NA,Piranhea longepedunculata,0.9
NA,Piratinera guianensis,0.96
NA,Pithecellobium guachapele (syn. Pseudosamea),0.56
NA,Pithecellobium saman,0.48
NA,Platymiscium pinnatum,0.81
NA,Platymiscium pinnatum,0.8
NA,Platymiscium polystachium,0.73
NA,Platymiscium spp.,0.71
NA,Platymiscium spp.,0.84
NA,Podocarpus oleifolius,0.46
NA,Podocarpus rospigliossi,0.4
NA,Podocarpus spp.,0.46
NA,Pourouma aff. apiculata,0.45
NA,Pourouma aspera,0.28
NA,Pourouma aff. guianensis,0.33
NA,Pourouma aff. melinonii,0.32
NA,Pouteria carabobensis,0.68
NA,Pouteria egregia,0.89
NA,Pouteria eugeniifolia,1.08
NA,Pouteria gonggrijpii,0.84
NA,Pouteria multiflora,0.74
NA,Pouteria pomifera,0.76
NA,Pouteria sp.,0.73
NA,Pouteria spp.,0.67
NA,Pouteria spp.,0.64
NA,Prioria copaifera,0.4
NA,Prioria copaifera,0.41
NA,Protium crenatum,0.54
NA,Protium decandrum,0.56
NA,Protium heptaphyllum,0.4
NA,Protium heptaphyllum,0.55
NA,Protium neglectum,0.58
NA,Protium neglectum,0.64
NA,Protium sp.,0.73
NA,Protium spp.,0.53
NA,Protium spp.,0.64
NA,Protium tenuifolium,0.6
NA,Pseudolmedia laevigata,0.64
NA,Pterocarpus officinalis,0.32
NA,Pterocarpus officinalis,0.5
NA,Pterocarpus rohrii,0.41
NA,Pterocarpus sp.,0.46
NA,Pterocarpus sp.,0.5
NA,Pterocarpus spp.,0.44
NA,Pterocarpus vernalis,0.59
NA,Pterogyne nitens,0.66
NA,Pterygota excelsa,0.58
NA,Qualea albiflora,0.5
NA,Qualea cf. lancifolia,0.58
NA,Qualea dinizii,0.58
NA,Qualea spp.,0.55
NA,Quararibaea guianensis,0.54
NA,Quercus alata,0.71
NA,Quercus costaricensis,0.61
NA,Quercus eugeniaefolia,0.67
NA,Quercus spp.,0.7
NA,Raputia sp.,0.55
NA,Rheedia spp.,0.72
NA,Rollinia exsucca,0.32
NA,Rollinia sp.,0.34
NA,Rollinia sp.,0.36
NA,Rollinia spp.,0.36
NA,Saccoglottis cydonioides,0.72
NA,Sapium biglandulosum,0.45
NA,Sapium cf. jenmanni,0.41
NA,Sapium laurocerasus,0.38
NA,Sapium sp.,0.38
NA,Sapium sp.,0.38
NA,Sapium spp.,0.47
NA,Sapium spp.,0.72
NA,Schinopsis spp.,1
NA,Sclerolobium aff. chrysophyllum,0.62
NA,Sclerolobium guianensis,0.56
NA,Sclerolobium paniculatum,0.34
NA,Sclerolobium spp.,0.47
NA,Sickingia spp.,0.52
NA,Simaba multiflora,0.51
NA,Simarouba amara,0.32
NA,Simarouba amara,0.34
NA,Simarouba amara,0.38
NA,Sloanea berteriana,0.8
NA,Sloanea grandiflora,0.8
NA,Sloanea guianensis,0.79
NA,Spondias lutea,0.38
NA,Spondias mombin,0.41
NA,Spondias mombin,0.4
NA,Spondias mombin,0.39
NA,Sterculia apetala,0.33
NA,Sterculia apetala,0.36
NA,Sterculia pilosa/speciosa,0.53
NA,Sterculia pruriens,0.46
NA,Sterculia spp.,0.55
NA,Stryphnodendron polystachum,0.52
NA,Stylogyne spp.,0.69
NA,Swartzia spp.,0.95
NA,Swietenia macrophylla,0.42
NA,Swietenia macrophylla,0.45
NA,Swietenia macrophylla,0.46
NA,Swietenia macrophylla,0.54
NA,Symphonia globulifera,0.58
NA,Tabebuia guayacan,0.82
NA,Tabebuia heterophylla,0.58
NA,Tabebuia heterotricha,0.82
NA,Tabebuia pentaphylla,0.51
NA,Tabebuia rosea,0.54
NA,Tabebuia serratifolia,0.92
NA,Tabebuia serratifolia,0.95
NA,Tabebuia serratifolia,0.99
NA,Tabebuia spectabilis,1.07
NA,Tabebuia spp. (lapacho group),0.91
NA,Tabebuia spp. (roble),0.52
NA,Tabebuia spp. (white cedar),0.57
NA,Tabebuia stenocalyx,0.55
NA,Tabebuia stenocalyx,0.57
NA,Tachigalia myrmecophylla,0.56
NA,Talisia sp.,0.84
NA,Terminalia amazonia,0.66
NA,Terminalia catappa,0.59
NA,Terminalia guianensis,0.63
NA,Terminalia lucida,0.65
NA,Terminalia sp.,0.58
NA,Terminalia sp.,0.51
NA,Terminalia sp.,0.5
NA,Tetragastris altisima,0.61
NA,Tetragastris balsamifera,0.63
NA,Tetragastris balsamifera,0.67
NA,Tetragastris panamensis,0.71
NA,Tetragastris spp.,0.71
NA,Toluifera balsamum,0.74
NA,Torrubia cuspidata,0.47
NA,Torrubia sp.,0.52
NA,Toulicia pulvinata,0.63
NA,Tovomita guianensis,0.6
NA,Trattinickia burserifolia,0.44
NA,Trattinickia rhoifolia,0.37
NA,Trattinickia sp.,0.38
NA,Trichilia propingua,0.58
NA,Trichosperma mexicanum,0.41
NA,Triplaris sp.,0.64
NA,Triplaris spp.,0.56
NA,Triplaris surinamensis,0.51
NA,Trophis sp.,0.54
NA,Vatairea lundellii,0.64
NA,Vatairea spp.,0.6
NA,Virola sebifera,0.48
NA,Virola spp.,0.4
NA,Virola spp.,0.44
NA,Virola spp.,0.48
NA,Virola surinamensis,0.37
NA,Virola surinamensis,0.42
NA,Vismia spp.,0.41
NA,Vitex divaricata,0.62
NA,Vitex gaumeri,0.56
NA,Vitex orinocensis,0.53
NA,Vitex spp.,0.52
NA,Vitex spp.,0.56
NA,Vitex spp.,0.57
NA,Vitex stahelii,0.6
NA,Vochysia ferruginea,0.42
NA,Vochysia ferruginea,0.47
NA,Vochysia guianensis,0.45
NA,Vochysia hondurensis,0.33
NA,Vochysia lehmannii,0.48
NA,Vochysia maxima,0.46
NA,Vochysia spp.,0.79
NA,Vochysia spp.,0.4
NA,Vochysia spp.,0.47
NA,Vochysia tetraphylla,0.48
NA,Vochysia tomentosa,0.36
NA,Vouacapoua americana,0.79
NA,Warszewicsia coccinea,0.56
NA,Xanthoxylum martinicensis,0.46
NA,Xanthoxylum spp.,0.44
NA,Xylopia columbiana,0.51
NA,Xylopia emarginata,0.59
NA,Afzelia spp.,0.67
NA,Albizia spp.,0.52
NA,Allophyllus africanus f. acuminatus,0.45
NA,Alstonia congensis,0.33
NA,Antiaris africana,0.37
NA,Antiaris spp.,0.38
NA,Aucoumea klaineana,0.37
NA,Autranella congolensis,0.78
NA,Baillonella toxisperma,0.71
NA,Berlinia spp.,0.58
NA,Bombax spp.,0.4
NA,Brachystegia spp.,0.52
NA,Carapa procera,0.59
NA,Casearia battiscombei,0.5
NA,Ceiba pentandra,0.26
NA,Celtis spp.,0.59
NA,Chlorophora excelsa,0.55
NA,Combretodendron macrocarpum,0.7
NA,Cordia millenii,0.34
NA,Croton megalocarpus,0.57
NA,Cylicodiscus gabonensis,0.8
NA,Cynometra alexandri,0.74
NA,Dacryodes spp.,0.61
NA,Dialium dinklagei,0.72
NA,Didelotia brevipaniculata,0.53
NA,Diospyros spp.,0.82
NA,Distemonanthus benthamianus,0.58
NA,Entandrophragma angolensis,0.45
NA,Entandrophragma candollei,0.59
NA,Entandrophragma cylindricum,0.55
NA,Entandrophragma utile,0.53
NA,Erythrophleum ivorense,0.72
NA,Erythroxylum mannii,0.5
NA,Fagara macrophylla,0.69
NA,Gambeya africana,0.63
NA,Gossweilerodendron balsamiferum,0.4
NA,Guarea cedrata,0.48
NA,Guibourtia arnoldiana,0.64
NA,Guibourtia ehie,0.67
NA,Guibourtia spp.,0.72
NA,Homalium spp.,0.7
NA,Irvingia gabonensis,0.71
NA,Julbernardia globiflora,0.78
NA,Khaya grandifoliola,0.6
NA,Khaya ivorensis,0.44
NA,Khaya senegalensis,0.6
NA,Klainedoxa gabonensis,0.87
NA,Maesopsis eminii,0.41
NA,Mammea africana,0.62
NA,Microberlinia brazzavillensis,0.7
NA,Milletia spp.,0.72
NA,Mitragyna ciliata,0.45
NA,Mitragyna stipulosa,0.47
NA,Monopetalanthus heitzii,0.39
NA,Musanga cecropioides,0.23
NA,Nauclea diderrichii,0.63
NA,Nesogordonia papaverifera,0.65
NA,Odyendea spp.,0.32
NA,Ongokea gore,0.72
NA,Oxystigma oxyphyllum,0.53
NA,Parinari excelsa,0.69
NA,Piptadeniastrum africanum,0.56
NA,Poga oleosa,0.36
NA,Pterocarpus angolensis,0.59
NA,Pterocarpus soyauxii,0.61
NA,Pterygota spp.,0.52
NA,Pycnanthus angolensis,0.4
NA,Ricinodendron heudelotii,0.2
NA,Scottellia coriacea,0.56
NA,Scyphocephalium ochocoa,0.48
NA,Staudtia stipitata,0.75
NA,Sterculia oblonga,0.61
NA,Sterculia rhinopetala,0.64
NA,Strombosia glaucescens,0.8
NA,Swartzia fistuloides,0.82
NA,Tarrietia densiflora,0.63
NA,Terminalia superba,0.45
NA,Testulea gabonensis,0.6
NA,Tieghemella africana,0.55
NA,Triplochiton scleroxylon,0.32
NA,Uapaca spp.,0.6
NA,Vitex doniana,0.4
