gene,mean_case,mean_control,fold_change,log2FC,t_stat,pvalue,qvalue,direction,fc_threshold
MIR4685,0.6714785,0.63553196,1.0565614,0.07937654,0.4664984941482544,0.6416193470091693,0.7183919874890258,non-significant,1.974197173118589
AC005532.1,2.506834,2.4601338,1.0189828,0.027129654,0.46626555919647217,0.6416464726707953,0.7184078605056451,non-significant,1.974197173118589
LINC01941,0.06457361,0.078045115,0.8273882,-0.27336368,-0.46637269854545593,0.6416773125148971,0.7184278913148849,non-significant,1.974197173118589
SPA17,7.823081,7.775234,1.0061537,0.008850712,0.46625980734825134,0.6417121832227668,0.7184524342171994,non-significant,1.974197173118589
OR4Q3,0.055518508,0.045454547,1.221407,0.2885441,0.46594247221946716,0.6419358811290142,0.7186883802852934,non-significant,1.974197173118589
ERAS,1.713103,1.7612993,0.972636,-0.04002813,-0.4658636152744293,0.6420201830475709,0.71876202151597,non-significant,1.974197173118589
AL731567.1,2.9627042,3.0166557,0.98211545,-0.02603547,-0.4658683240413666,0.6420275684979619,0.71876202151597,non-significant,1.974197173118589
RN7SKP22,0.26749462,0.24477103,1.092836,0.12807694,0.4658223092556,0.6420563129781041,0.7187796974055696,non-significant,1.974197173118589
CNTD1,6.5651507,6.6185994,0.99192446,-0.011697832,-0.465786874294281,0.6420715194677415,0.7187822171567283,non-significant,1.974197173118589
RNU6-1234P,0.060437113,0.074272044,0.8137263,-0.29738447,-0.46566545963287354,0.6421920288201124,0.718902618219125,non-significant,1.974197173118589
AC138915.3,0.071972765,0.059863295,1.2022853,0.2657793,0.46554240584373474,0.6422598037725812,0.7189639820282643,non-significant,1.974197173118589
AC004129.1,0.721673,0.75659674,0.95384103,-0.06817925,-0.4655373990535736,0.6422957345915306,0.7189896968471432,non-significant,1.974197173118589
FUNDC2P3,0.03978295,0.050772384,0.7835549,-0.35189372,-0.4655529260635376,0.642343479549742,0.7190286351798658,non-significant,1.974197173118589
MTCO2P27,0.8282187,0.7907904,1.0473303,0.06671645,0.4653995931148529,0.6423648757003644,0.7190380781183161,non-significant,1.974197173118589
AL583843.1,0.039072324,0.028817499,1.355854,0.4392019,0.46530577540397644,0.6423810256146413,0.719041648362762,non-significant,1.974197173118589
DZANK1,8.656609,8.694871,0.99559945,-0.0063626636,-0.4653053879737854,0.642432660680093,0.7190849375485526,non-significant,1.974197173118589
AC123567.2,0.8725876,0.83178836,1.0490501,0.06908357,0.46519219875335693,0.6424993308480271,0.7191450536737859,non-significant,1.974197173118589
RPS27P10,0.4569151,0.42627814,1.0718708,0.10013103,0.46507954597473145,0.6426245866860287,0.719270740585476,non-significant,1.974197173118589
AC093154.1,0.021770582,0.0144087495,1.5109274,0.59543437,0.46490538120269775,0.6426380676430048,0.7192713186232103,non-significant,1.974197173118589
PTGER4P3,0.103401996,0.1197266,0.86365104,-0.2114796,-0.4649506211280823,0.6427355118703199,0.7193658704572391,non-significant,1.974197173118589
RNU6-1009P,0.05069678,0.06363636,0.79666376,-0.32795715,-0.46487101912498474,0.6428109686333083,0.7194358100457111,non-significant,1.974197173118589
MORF4L1P5,0.1040606,0.12349966,0.84259826,-0.24708317,-0.46475231647491455,0.6428574297110212,0.7194589261700335,non-significant,1.974197173118589
RN7SL178P,0.055805378,0.06895421,0.8093108,-0.30523425,-0.46460655331611633,0.6428575585260827,0.7194589261700335,non-significant,1.974197173118589
RN7SL388P,0.89575934,0.85560215,1.0469345,0.06617117,0.46473219990730286,0.6428812133086066,0.7194658892632906,non-significant,1.974197173118589
AC135178.7,1.0836134,1.1221961,0.9656186,-0.050474614,-0.46467292308807373,0.642889716298263,0.7194658892632906,non-significant,1.974197173118589
AC024651.2,0.027591264,0.036363635,0.7587598,-0.39828485,-0.4646064341068268,0.6429680156524696,0.7195390008955748,non-significant,1.974197173118589
AC023490.3,0.07830342,0.065181136,1.2013203,0.26462084,0.46444013714790344,0.6430740758943531,0.7196431758803217,non-significant,1.974197173118589
NECAP1P2,0.5096495,0.54457915,0.9358594,-0.095636316,-0.464327871799469,0.6431505127331079,0.71971419674922,non-significant,1.974197173118589
AL118556.2,0.25319257,0.22813398,1.1098415,0.15035361,0.4639837443828583,0.6433362147617356,0.7199052878342084,non-significant,1.974197173118589
AC073358.1,0.15571801,0.17581683,0.8856832,-0.17513737,-0.46401143074035645,0.6433472273038942,0.7199052878342084,non-significant,1.974197173118589
AL357143.2,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46400144696235657,0.6434477551386133,0.71998895039378,non-significant,1.974197173118589
RNU4-66P,0.004716981,0.009090909,0.51886845,-0.9465593,-0.4640011787414551,0.6434479477005118,0.71998895039378,non-significant,1.974197173118589
Z95115.1,7.7329755,7.7739778,0.9947257,-0.0076293377,-0.4638683497905731,0.6434833417100063,0.7200115529264492,non-significant,1.974197173118589
MTATP6P29,0.015398045,0.023499658,0.65524566,-0.6098922,-0.4639703333377838,0.6434941031057149,0.7200115529264492,non-significant,1.974197173118589
RN7SL150P,0.064661115,0.078045115,0.82850945,-0.27140996,-0.4637854993343353,0.6435281172304965,0.7200350901270132,non-significant,1.974197173118589
RNA5SP68,0.12043432,0.13790841,0.873292,-0.19546393,-0.46352818608283997,0.6436972916520947,0.7202098523949948,non-significant,1.974197173118589
PDE4C,0.6637913,0.70300925,0.94421417,-0.08281397,-0.4633481204509735,0.6438876481723834,0.720408307028129,non-significant,1.974197173118589
MED28P6,0.04544486,0.036363635,1.2497337,0.3216207,0.4630635380744934,0.6439667034458503,0.7204822276997616,non-significant,1.974197173118589
AC074281.1,0.035155345,0.027272727,1.2890292,0.36628497,0.46290379762649536,0.6440861702502545,0.7206013576697275,non-significant,1.974197173118589
KIF6,5.867748,5.906519,0.99343586,-0.009501271,-0.46254944801330566,0.6441588643747183,0.7206681547793783,non-significant,1.974197173118589
LINC02265,1.8494804,1.7950565,1.0303187,0.043090712,0.4624744653701782,0.6444607422481166,0.7209913488319556,non-significant,1.974197173118589
DIAPH2-AS1,1.783311,1.7345836,1.0280917,0.039968908,0.46246135234832764,0.6444860353715134,0.7210051065174133,non-significant,1.974197173118589
TRDD3,0.116978124,0.10154477,1.1519858,0.2041229,0.46236106753349304,0.6445538279592461,0.7210664080652305,non-significant,1.974197173118589
LINC01144,6.2573023,6.2149477,1.006815,0.009798554,0.4623228907585144,0.6445787748156235,0.7210797763191272,non-significant,1.974197173118589
RPL10P9,7.5162582,7.430462,1.0115466,0.0165628,0.4620411992073059,0.6447495603883555,0.7212562881408602,non-significant,1.974197173118589
AF274853.1,2.9612594,2.9143505,1.0160959,0.023036538,0.46190115809440613,0.6448641932269121,0.7213699782286693,non-significant,1.974197173118589
AL357139.2,0.06744471,0.054545455,1.2364863,0.30624628,0.46173492074012756,0.644893439491217,0.7213870719844656,non-significant,1.974197173118589
H3P10,0.14748707,0.16656299,0.88547325,-0.17547937,-0.46188467741012573,0.6449054793851032,0.7213870719844656,non-significant,1.974197173118589
MIR373,0.02460077,0.018181818,1.3530422,0.43620688,0.4615382254123688,0.6450743556432296,0.7215614276716542,non-significant,1.974197173118589
MRPS33P4,0.01769329,0.027272727,0.6487541,-0.6242563,-0.46149909496307373,0.645274432982779,0.721770676247673,non-significant,1.974197173118589
FTH1P16,5.7634125,5.79956,0.9937672,-0.0090201665,-0.4612366259098053,0.6453111665493632,0.7217972121561796,non-significant,1.974197173118589
AL121933.1,0.14821646,0.12881751,1.1505924,0.2023769,0.4611080288887024,0.6453989763533043,0.7218808759340617,non-significant,1.974197173118589
AL035419.1,0.30676487,0.3368554,0.91067225,-0.13499618,-0.46120283007621765,0.6454175369383865,0.7218870824212584,non-significant,1.974197173118589
AL512624.2,0.024617678,0.018181818,1.3539721,0.43719798,0.4608196020126343,0.6455779966281832,0.7220519968738731,non-significant,1.974197173118589
AC104333.3,1.6260184,1.6671604,0.9753221,-0.036049306,-0.4607585668563843,0.6457152354623528,0.7221766550954221,non-significant,1.974197173118589
LINC02194,0.061961982,0.050772384,1.2203875,0.28733927,0.46071645617485046,0.6457154858086429,0.7221766550954221,non-significant,1.974197173118589
AL500527.2,0.2359726,0.21356231,1.1049356,0.14396235,0.46054571866989136,0.6458601412842482,0.7223238784536474,non-significant,1.974197173118589
AC022523.3,0.055697475,0.045454547,1.2253443,0.29318717,0.46030911803245544,0.6458908623820783,0.7223436753136128,non-significant,1.974197173118589
HNRNPA1P19,0.21787661,0.2394532,0.90989226,-0.13623236,-0.46016725897789,0.6461408351979603,0.7226086705392738,non-significant,1.974197173118589
AC061965.2,0.6282781,0.596198,1.0538077,0.07561167,0.4598329961299896,0.6463499208892165,0.722827930073246,non-significant,1.974197173118589
AP001525.1,0.10751055,0.09245386,1.1628562,0.21767272,0.4596841037273407,0.6464247856626354,0.7228970814650584,non-significant,1.974197173118589
AL590560.1,0.12153633,0.105317846,1.1539956,0.20663776,0.4595277011394501,0.6465814897010048,0.723057749105292,non-significant,1.974197173118589
RNA5SP155,0.5609282,0.59827816,0.9375709,-0.09300026,-0.45938217639923096,0.6467218748206802,0.7231936958224341,non-significant,1.974197173118589
AL365214.3,0.013737965,0.009090909,1.5111756,0.59567136,0.45914480090141296,0.6467291280557723,0.7231936958224341,non-significant,1.974197173118589
AL135908.1,0.02694551,0.018181818,1.4820029,0.5675482,0.4592685103416443,0.6467962249414339,0.7232156705689293,non-significant,1.974197173118589
RNU6-1126P,0.012032913,0.018181818,0.66181046,-0.59551,-0.45925968885421753,0.6468119697524872,0.7232156705689293,non-significant,1.974197173118589
AC005178.1,0.012032913,0.018181818,0.66181046,-0.59551,-0.45925968885421753,0.6468119699310519,0.7232156705689293,non-significant,1.974197173118589
DEFB127,0.012032913,0.018181818,0.66181046,-0.59551,-0.45925965905189514,0.6468119905592116,0.7232156705689293,non-significant,1.974197173118589
AC104619.1,3.1291766,3.0826666,1.0150876,0.02160424,0.4591723382472992,0.6468139574253732,0.7232156705689293,non-significant,1.974197173118589
AC012629.4,0.031683926,0.023499658,1.3482717,0.43111128,0.4592041075229645,0.6468395674039836,0.7232297299389966,non-significant,1.974197173118589
RPL7P57,2.3512735,2.4040391,0.97805125,-0.032018036,-0.45913079380989075,0.6468726881408009,0.7232521863334401,non-significant,1.974197173118589
AL732366.1,0.47192246,0.44169623,1.0684322,0.09549537,0.45900797843933105,0.6469013633354698,0.7232696714733761,non-significant,1.974197173118589
SPECC1L,11.16872,11.148149,1.0018454,0.002659838,0.45882219076156616,0.6469561661188874,0.7233163673352251,non-significant,1.974197173118589
SETP2,0.30126557,0.27581683,1.0922668,0.1273253,0.45899662375450134,0.6470006442047553,0.723351518226661,non-significant,1.974197173118589
MIR4804,0.15024713,0.13259058,1.133166,0.18035915,0.4588450491428375,0.6470505085081142,0.7233926894111874,non-significant,1.974197173118589
PPIAP72,1.8858578,1.9318037,0.9762161,-0.03472758,-0.458850234746933,0.6470748506305046,0.7234053260988271,non-significant,1.974197173118589
KRTAP19-6,0.019580083,0.027272727,0.71793646,-0.47807193,-0.45870867371559143,0.647129339998786,0.7234421274955768,non-significant,1.974197173118589
OR11J5P,0.01367156,0.009090909,1.5038711,0.58868086,0.45860594511032104,0.6471468239101296,0.7234421274955768,non-significant,1.974197173118589
AC083760.1,0.013671559,0.009090909,1.503871,0.58868074,0.4586058557033539,0.647146887986265,0.7234421274955768,non-significant,1.974197173118589
AC009276.1,0.09553269,0.11218045,0.85159844,-0.23175478,-0.45879483222961426,0.6471703626599532,0.7234537924717752,non-significant,1.974197173118589
5_8S_rRNA,0.07254403,0.08713602,0.8325378,-0.26441237,-0.45845893025398254,0.6472062939890577,0.7234683492946102,non-significant,1.974197173118589
AC027338.1,1.4674407,1.5201155,0.9653482,-0.050878704,-0.4586823284626007,0.6472094648916744,0.7234683492946102,non-significant,1.974197173118589
GUSBP10,0.07510385,0.06140807,1.2230289,0.2904585,0.45853912830352783,0.6472313477258567,0.7234782336717613,non-significant,1.974197173118589
AC104984.5,0.6915405,0.73119754,0.94576424,-0.080447495,-0.45842814445495605,0.6473700381265088,0.7236186830652115,non-significant,1.974197173118589
LGALS13,0.02460077,0.018181818,1.3530422,0.43620688,0.4582052528858185,0.6474430945938431,0.7236857638373408,non-significant,1.974197173118589
BCL2L14,5.7473316,5.8256893,0.9865496,-0.019536486,-0.4582962989807129,0.6474615483060564,0.7236918103799663,non-significant,1.974197173118589
EIF4EBP2P3,0.023497067,0.032590568,0.72097754,-0.47197378,-0.45836466550827026,0.6474826802393503,0.7237008501657867,non-significant,1.974197173118589
RNU6-1198P,0.09496295,0.08181818,1.1606582,0.21494323,0.45809459686279297,0.6475262150523006,0.7237349291087803,non-significant,1.974197173118589
AC068138.1,0.110678054,0.09622694,1.1501775,0.2018565,0.4581027328968048,0.6475856164142416,0.7237867402377591,non-significant,1.974197173118589
RPL7P33,0.63642216,0.67185193,0.9472655,-0.07815924,-0.45808351039886475,0.6476265993177523,0.723810028858502,non-significant,1.974197173118589
ABRAXAS2,10.5849285,10.563747,1.0020051,0.002889852,0.4579121172428131,0.6476325458284948,0.723810028858502,non-significant,1.974197173118589
IGBP1-AS2,0.66857326,0.63484836,1.0531228,0.07467362,0.45802953839302063,0.6476532261885042,0.7238185606731842,non-significant,1.974197173118589
RAD21-AS1,5.154335,5.1946416,0.9922407,-0.01123792,-0.4578007459640503,0.647700183554418,0.7238564587877266,non-significant,1.974197173118589
FTH1P14,0.05030524,0.065181136,0.77177614,-0.37374565,-0.4579969346523285,0.647738915072333,0.7238840692814005,non-significant,1.974197173118589
AC130324.2,0.82630384,0.78456765,1.0531964,0.07477453,0.45795056223869324,0.6477520168964401,0.7238840692814005,non-significant,1.974197173118589
AC013286.1,0.08609887,0.07272727,1.1838595,0.24349782,0.4575459361076355,0.64776403214752,0.7238840692814005,non-significant,1.974197173118589
TSPY26P,9.318254,9.358018,0.99575084,-0.006143297,-0.4574851095676422,0.6479685534029753,0.7240980390113617,non-significant,1.974197173118589
AL590552.1,0.2790357,0.2530155,1.1028403,0.1412239,0.4574959874153137,0.6479928014357941,0.7241105507504402,non-significant,1.974197173118589
MIR1265,0.02460077,0.018181818,1.3530422,0.43620688,0.4573447108268738,0.6480553959562929,0.7241659120557339,non-significant,1.974197173118589
AC123788.1,0.2912847,0.2643347,1.1019541,0.14006414,0.4574446380138397,0.6480818601437804,0.7241808983036644,non-significant,1.974197173118589
RNU6-264P,0.077244796,0.06278991,1.2302103,0.29890496,0.4573734402656555,0.6481001141034295,0.724182547300093,non-significant,1.974197173118589
RNU4-68P,0.13014734,0.1485441,0.8761529,-0.19074549,-0.45743730664253235,0.6481094419348272,0.724182547300093,non-significant,1.974197173118589
VPREB1,0.17378235,0.19985189,0.8695557,-0.20164964,-0.4574243128299713,0.6481352546316363,0.7241968043615327,non-significant,1.974197173118589
AC104335.1,3.579712,3.5290275,1.0143622,0.020572912,0.4573014974594116,0.6481903523611532,0.7242437819510368,non-significant,1.974197173118589
AC087276.3,0.36190283,0.33244243,1.088618,0.12249785,0.4570182263851166,0.6483801563936387,0.7244273984451686,non-significant,1.974197173118589
LINC01987,0.7043362,0.74278176,0.9482412,-0.07667406,-0.45693957805633545,0.648395366611536,0.7244273984451686,non-significant,1.974197173118589
MRGPRX5P,0.013759399,0.009090909,1.5135334,0.5979205,0.4567883312702179,0.6483966116655646,0.7244273984451686,non-significant,1.974197173118589
RPSAP3,2.3047957,2.261777,1.01902,0.027182313,0.4569796025753021,0.6484159778130796,0.7244273984451686,non-significant,1.974197173118589
TRBV29-1,3.8366835,3.768911,1.017982,0.025712062,0.4568738639354706,0.6484199743941713,0.7244273984451686,non-significant,1.974197173118589
AC090957.1,0.13352612,0.1507724,0.88561386,-0.17525029,-0.45691585540771484,0.6484353513135819,0.7244299897478358,non-significant,1.974197173118589
COX6CP18,0.06687792,0.054545455,1.226095,0.29407072,0.4568091332912445,0.6485106396633655,0.7244995124649829,non-significant,1.974197173118589
AL138878.1,0.37645534,0.34971938,1.0764498,0.10628098,0.4567481577396393,0.6485852274814121,0.7245682497819005,non-significant,1.974197173118589
RPL21P34,0.75540245,0.7894086,0.95692194,-0.06352686,-0.45670291781425476,0.6486033526547941,0.7245739082473467,non-significant,1.974197173118589
RNY3P8,1.1554395,1.1100919,1.0408503,0.057762563,0.45650815963745117,0.6486799104847218,0.7246376424754122,non-significant,1.974197173118589
RP2,10.135425,10.16228,0.9973573,-0.003817644,-0.4564201533794403,0.6486865269203559,0.7246376424754122,non-significant,1.974197173118589
BAG2,8.749553,8.787424,0.9956903,-0.0062310393,-0.4564396142959595,0.6487063129565944,0.7246451544886212,non-significant,1.974197173118589
DDAH2,12.293392,12.262901,1.0024865,0.0035827616,0.4563537836074829,0.648764904891318,0.7246960139201144,non-significant,1.974197173118589
