gene,mean_case,mean_control,fold_change,log2FC,t_stat,pvalue,qvalue,direction,fc_threshold
LINC01568,0.3422466,0.37476385,0.9132327,-0.1309456,-0.4815235137939453,0.6309391834381886,0.7092249351071946,non-significant,1.974197173118589
HBZP1,0.025047874,0.018181818,1.377633,0.46219158,0.4812382161617279,0.6309757222014887,0.7092516374118888,non-significant,1.974197173118589
RN7SKP18,0.025373721,0.018181818,1.3955545,0.48083854,0.48095133900642395,0.631075651574083,0.7093495917446031,non-significant,1.974197173118589
ORMDL1,10.885069,10.859557,1.0023493,0.0033852872,0.48125216364860535,0.6310972533680502,0.7093595011418268,non-significant,1.974197173118589
SDAD1P4,0.13761657,0.11749829,1.171222,0.22801451,0.4809446930885315,0.6311252262959538,0.7093765712094716,non-significant,1.974197173118589
MIR7854,0.106358685,0.12767631,0.8330338,-0.26355305,-0.4811628758907318,0.6312204893598117,0.7094687584363503,non-significant,1.974197173118589
NRN1L,0.15913637,0.18113467,0.8785528,-0.18679911,-0.4811311364173889,0.6312328200060404,0.7094687584363503,non-significant,1.974197173118589
MIR4672,0.24674757,0.22281614,1.1074044,0.14718209,0.48105543851852417,0.6312538928422982,0.7094780701110285,non-significant,1.974197173118589
AC063977.4,0.042381898,0.032590568,1.3004344,0.37899357,0.48099836707115173,0.6312737335234131,0.7094859965942582,non-significant,1.974197173118589
AC097467.4,0.0139197055,0.009090909,1.531167,0.61463165,0.4807025194168091,0.6313777479371909,0.7095885233577505,non-significant,1.974197173118589
AC090625.1,0.06591309,0.054545455,1.2084066,0.27310592,0.4806945323944092,0.6314257830279161,0.7096281335815902,non-significant,1.974197173118589
ATP5F1AP10,0.07231789,0.059863295,1.2080505,0.27268076,0.4806023836135864,0.6315533739220921,0.7097571492129898,non-significant,1.974197173118589
AC007326.1,0.6030076,0.64467806,0.9353624,-0.09640266,-0.4805257022380829,0.631599004297138,0.7097777545950678,non-significant,1.974197173118589
AC016042.1,0.47365433,0.51178205,0.9255001,-0.11169496,-0.48056760430336,0.6316007574879099,0.7097777545950678,non-significant,1.974197173118589
IGLVI-68,0.021770582,0.0144087495,1.5109274,0.59543437,0.4805236756801605,0.6316100891196557,0.7097777545950678,non-significant,1.974197173118589
C4orf17,0.15686312,0.1795899,0.8734518,-0.19519995,-0.4805351793766022,0.6316295337458291,0.7097852288229649,non-significant,1.974197173118589
Z83839.2,0.1766426,0.19931649,0.8862418,-0.17422773,-0.4803975224494934,0.6317355379756613,0.7098861175424989,non-significant,1.974197173118589
GPR21,3.099503,3.1529233,0.9830569,-0.024653167,-0.480315238237381,0.6317449041352883,0.7098861175424989,non-significant,1.974197173118589
ARRDC3-AS1,4.6737065,4.6355634,1.0082284,0.011822528,0.4801800847053528,0.6317883018679256,0.7099023027869699,non-significant,1.974197173118589
SUMO2P5,0.024848914,0.018181818,1.3666902,0.4506862,0.48017948865890503,0.6317967278237979,0.7099023027869699,non-significant,1.974197173118589
AC010307.1,0.039782945,0.053699005,0.74085075,-0.43274516,-0.480428010225296,0.6317976947081727,0.7099023027869699,non-significant,1.974197173118589
MIR6880,0.10252954,0.11818182,0.86755764,-0.20496847,-0.48018935322761536,0.631873145279503,0.7099727018674044,non-significant,1.974197173118589
AP004247.1,0.02538386,0.036363635,0.6980562,-0.51858485,-0.48015454411506653,0.6319570838582942,0.710052635028923,non-significant,1.974197173118589
C22orf24,4.1521063,4.109962,1.0102541,0.014718271,0.4798305630683899,0.6321499726354565,0.7102549764437337,non-significant,1.974197173118589
AP001922.4,0.1463173,0.1288175,1.1358496,0.1837718,0.4797288775444031,0.6321828842721731,0.7102775702596226,non-significant,1.974197173118589
RN7SL369P,0.21274665,0.19022559,1.1183914,0.16142517,0.4793393313884735,0.6324608743374,0.7105755109908457,non-significant,1.974197173118589
RNU7-143P,0.025400769,0.036363635,0.6985212,-0.5176242,-0.47941023111343384,0.6324848721358138,0.7105833412985847,non-significant,1.974197173118589
AP000916.1,0.02747284,0.018181818,1.511006,0.5955094,0.4792667627334595,0.6324934596854364,0.7105833412985847,non-significant,1.974197173118589
AC010095.1,0.098826885,0.11595352,0.8522974,-0.23057112,-0.47921958565711975,0.6325921946874862,0.7106798752887926,non-significant,1.974197173118589
ZNF833P,0.2977673,0.27204376,1.0945567,0.13034667,0.4790356755256653,0.6326577919401727,0.7107391778240514,non-significant,1.974197173118589
AL357375.1,0.024921386,0.018181818,1.370676,0.4548876,0.47888872027397156,0.6326769535561072,0.7107463123819063,non-significant,1.974197173118589
AC090543.1,0.798692,0.75936043,1.0517956,0.07285437,0.47882238030433655,0.6328057544416059,0.7108766123963857,non-significant,1.974197173118589
TMEM107,9.179138,9.206178,0.9970629,-0.0042435434,-0.47864726185798645,0.6328196206004446,0.7108777952318917,non-significant,1.974197173118589
AMER1,9.131813,9.162324,0.99666995,-0.0048122667,-0.47847041487693787,0.6328697112030544,0.7109196699172985,non-significant,1.974197173118589
OR8G5,0.87703216,0.9377896,0.9352121,-0.09663454,-0.4785007834434509,0.6329833339867157,0.7110329088799957,non-significant,1.974197173118589
AL513302.1,0.9513286,0.99064237,0.96031487,-0.058420576,-0.47840747237205505,0.6331199051874151,0.7111719207911925,non-significant,1.974197173118589
CDRT15P6,3.6557815,3.699882,0.98808056,-0.017299421,-0.47804343700408936,0.633210130102341,0.7112588681988556,non-significant,1.974197173118589
AL021331.1,0.6950382,0.7382083,0.94152045,-0.08693566,-0.47798871994018555,0.6333895485117571,0.7114459974375374,non-significant,1.974197173118589
PRAMEF9,0.011784767,0.018181818,0.6481624,-0.6255727,-0.47792938351631165,0.6335011621056024,0.711556959825461,non-significant,1.974197173118589
AC006455.5,0.04898567,0.037908405,1.2922113,0.369842,0.47785335779190063,0.6335487740796428,0.7115960317023704,non-significant,1.974197173118589
RNU1-108P,0.19758403,0.17581682,1.1238062,0.16839331,0.4775206744670868,0.6337152628462641,0.7117686205909535,non-significant,1.974197173118589
TMEM150B,5.4398665,5.369625,1.0130813,0.018749973,0.47752144932746887,0.6337958715679461,0.7118447467374467,non-significant,1.974197173118589
SNORD91B,0.98415387,1.0278703,0.9574689,-0.062702425,-0.4774637818336487,0.6338259513544111,0.7118641196231169,non-significant,1.974197173118589
UQCRFS1,11.70872,11.683894,1.0021248,0.0030621667,0.4772198498249054,0.6338564914681695,0.7118840087178696,non-significant,1.974197173118589
RNU6-246P,0.042664167,0.032590568,1.3090954,0.38857022,0.4769652485847473,0.6340351808174912,0.7120702799950286,non-significant,1.974197173118589
AL022323.1,0.9790434,1.027581,0.9527652,-0.069807336,-0.4770168364048004,0.6341074711021977,0.7121250735333402,non-significant,1.974197173118589
KRT18P59,2.7130635,2.759493,0.98317456,-0.024480505,-0.4768599271774292,0.6341096410002537,0.7121250735333402,non-significant,1.974197173118589
TOP3B,2.303619,2.3604014,0.97594374,-0.035130106,-0.4770195484161377,0.6341332117524541,0.7121371290817593,non-significant,1.974197173118589
AC007535.1,0.21964386,0.19692527,1.1153666,0.15751794,0.4767776429653168,0.6342745064421821,0.7122813864750276,non-significant,1.974197173118589
FNTAP1,0.59827757,0.5645124,1.059813,0.083809756,0.4767357409000397,0.6343213720020175,0.712313584651507,non-significant,1.974197173118589
MIR3942,1.5347737,1.4875292,1.0317605,0.045108058,0.47670629620552063,0.6343441409583077,0.712313584651507,non-significant,1.974197173118589
PPIP5K1,9.859644,9.885349,0.9973996,-0.0037564298,-0.4764152765274048,0.6343477923875125,0.712313584651507,non-significant,1.974197173118589
AC027288.2,1.4074656,1.3572992,1.0369605,0.052360915,0.4766286611557007,0.6343618078933254,0.712313584651507,non-significant,1.974197173118589
GRXCR1,0.055239443,0.041681476,1.3252755,0.40629232,0.4766170084476471,0.6343673739013393,0.712313584651507,non-significant,1.974197173118589
AC007159.1,0.0958051,0.08181818,1.1709512,0.22768103,0.4763309359550476,0.6344520635176779,0.7123942619704668,non-significant,1.974197173118589
RPL12P5,0.035226274,0.027272727,1.29163,0.3691929,0.47635388374328613,0.634550845712501,0.712480479492288,non-significant,1.974197173118589
AP000446.2,0.21568038,0.2429152,0.8878834,-0.17155781,-0.47647154331207275,0.6345545323120572,0.712480479492288,non-significant,1.974197173118589
OR1N1,0.26874182,0.29607883,0.9076698,-0.13976057,-0.476403146982193,0.6345680602152878,0.7124812494838234,non-significant,1.974197173118589
SNORD114-31,0.022046791,0.0144087495,1.530097,0.61362314,0.4759552478790283,0.634729322617952,0.7126270911461232,non-significant,1.974197173118589
AC090241.1,0.52356327,0.48832613,1.072159,0.10051894,0.4760024845600128,0.6347925770563423,0.7126270911461232,non-significant,1.974197173118589
IKBIP,9.794567,9.820002,0.99740994,-0.0037415146,-0.4758509695529938,0.6348574704503216,0.7126270911461232,non-significant,1.974197173118589
RNU6-333P,0.011872606,0.018181818,0.6529936,-0.6148592,-0.47601190209388733,0.6348944681598918,0.7126270911461232,non-significant,1.974197173118589
MTND3P2,0.011872606,0.018181818,0.6529936,-0.6148592,-0.47601187229156494,0.6348944890302524,0.7126270911461232,non-significant,1.974197173118589
MRGPRX8P,0.011872606,0.018181818,0.6529936,-0.6148592,-0.47601187229156494,0.6348944891309876,0.7126270911461232,non-significant,1.974197173118589
RBBP4P6,0.011872606,0.018181818,0.6529936,-0.6148592,-0.47601187229156494,0.6348944892317222,0.7126270911461232,non-significant,1.974197173118589
RN7SKP141,0.011872606,0.018181818,0.6529936,-0.6148592,-0.47601184248924255,0.6348945100013486,0.7126270911461232,non-significant,1.974197173118589
RNU6-1133P,0.011872606,0.018181818,0.6529936,-0.6148592,-0.47601181268692017,0.6348945317279567,0.7126270911461232,non-significant,1.974197173118589
OR6A2,0.34887427,0.32058784,1.088233,0.12198748,0.4757889211177826,0.6349258032161473,0.7126270911461232,non-significant,1.974197173118589
MIR493,0.013759399,0.009090909,1.5135334,0.5979205,0.47577062249183655,0.6349415182917546,0.7126270911461232,non-significant,1.974197173118589
AC138907.8,0.013759399,0.009090909,1.5135334,0.5979205,0.4757704734802246,0.6349416233388239,0.7126270911461232,non-significant,1.974197173118589
AP001059.2,0.013759399,0.009090909,1.5135334,0.5979205,0.47577038407325745,0.6349416849274983,0.7126270911461232,non-significant,1.974197173118589
RN7SL557P,0.013759399,0.009090909,1.5135334,0.5979205,0.47577038407325745,0.6349416859453769,0.7126270911461232,non-significant,1.974197173118589
AL009179.2,0.013759399,0.009090909,1.5135334,0.5979205,0.4757702946662903,0.6349417489881692,0.7126270911461232,non-significant,1.974197173118589
CTBP2P10,0.013759399,0.009090909,1.5135334,0.5979205,0.4757702052593231,0.6349418145029607,0.7126270911461232,non-significant,1.974197173118589
OR2U1P,0.013759399,0.009090909,1.5135334,0.5979205,0.47577011585235596,0.634941874928354,0.7126270911461232,non-significant,1.974197173118589
SNRPGP7,0.013759399,0.009090909,1.5135334,0.5979205,0.47577011585235596,0.634941875655408,0.7126270911461232,non-significant,1.974197173118589
KYNUP3,0.013759399,0.009090909,1.5135334,0.5979205,0.47576993703842163,0.6349420037767693,0.7126270911461232,non-significant,1.974197173118589
AC097625.1,1.781825,1.7282547,1.0309968,0.044039853,0.47582703828811646,0.6349958706918253,0.7126731314300663,non-significant,1.974197173118589
SNF8P1,0.17675565,0.15747207,1.1224571,0.16666037,0.47572290897369385,0.6350383790158434,0.7127064220536269,non-significant,1.974197173118589
FAM133EP,0.8791816,0.92286336,0.9526672,-0.06995581,-0.4756545424461365,0.6350824997878202,0.712741520951315,non-significant,1.974197173118589
HMGB3P5,0.2459703,0.22127138,1.1116227,0.1526672,0.4755067229270935,0.6351743802315881,0.7128302171544726,non-significant,1.974197173118589
AL161447.1,0.095465295,0.11356231,0.84064245,-0.25043577,-0.4755079448223114,0.6352331247214801,0.7128744227660423,non-significant,1.974197173118589
LINC01666,1.1823611,1.2339356,0.95820326,-0.06159638,-0.4753603935241699,0.6352394685059048,0.7128744227660423,non-significant,1.974197173118589
AC004923.3,0.023193361,0.032590568,0.7116587,-0.49074256,-0.475493460893631,0.6352739758341641,0.7128987273059614,non-significant,1.974197173118589
OR5M3,0.015166808,0.023499658,0.64540565,-0.63172185,-0.47544944286346436,0.6353027092756126,0.7129165515900281,non-significant,1.974197173118589
Z85994.2,0.04242209,0.032590568,1.3016676,0.38036105,0.4751521050930023,0.6353778604175866,0.7129864625708967,non-significant,1.974197173118589
AC112236.2,3.5129116,3.4785025,1.0098919,0.014200827,0.47489967942237854,0.6355237599175825,0.7131357590758358,non-significant,1.974197173118589
OR7E104P,0.31390262,0.28645253,1.0958277,0.13202098,0.474864661693573,0.6355719940877274,0.7131754592558525,non-significant,1.974197173118589
HIP1,12.316339,12.343823,0.9977734,-0.0032158736,-0.47455480694770813,0.6356845114332728,0.7132872885348671,non-significant,1.974197173118589
C17orf58,10.627861,10.592618,1.0033271,0.004792068,0.47442716360092163,0.6357909996017845,0.7133923482234201,non-significant,1.974197173118589
AP001017.1,0.03545751,0.045454547,0.78006524,-0.35833332,-0.4746241271495819,0.635820546059731,0.713411072592199,non-significant,1.974197173118589
RPL7P61,0.17060748,0.1953805,0.8732063,-0.19560553,-0.47450676560401917,0.6359508010555139,0.7135427921321802,non-significant,1.974197173118589
AC010991.1,0.21082744,0.18645252,1.1307299,0.17725438,0.47430136799812317,0.6359983444489306,0.7135815627848104,non-significant,1.974197173118589
AC006133.1,0.025876073,0.018181818,1.4231838,0.509122,0.4738158583641052,0.6360110796349332,0.7135815627848104,non-significant,1.974197173118589
AC016894.1,0.9075502,0.86628145,1.047639,0.06714169,0.47432976961135864,0.6360276879365159,0.7135857659599171,non-significant,1.974197173118589
MIR532,0.01092921,0.021108437,0.5177653,-0.94962984,-0.4739893674850464,0.6363925614411157,0.7139806941973489,non-significant,1.974197173118589
OR5B3,0.025219027,0.018181818,1.3870463,0.472016,0.4733589291572571,0.6364837837712695,0.7140685983100791,non-significant,1.974197173118589
AL596276.2,0.34044904,0.31510708,1.0804234,0.111596726,0.47349342703819275,0.6366102488595433,0.7141960367768885,non-significant,1.974197173118589
AC004408.2,0.29004654,0.31904307,0.90911406,-0.13746677,-0.4734923243522644,0.6366398892651444,0.7142148472606908,non-significant,1.974197173118589
AC103855.1,0.009433962,0.018181818,0.51886827,-0.9465598,-0.47359421849250793,0.6366786794852773,0.7142295204003466,non-significant,1.974197173118589
AC008798.1,0.019580083,0.027272727,0.71793646,-0.47807193,-0.4734589159488678,0.6366913986967594,0.7142295204003466,non-significant,1.974197173118589
AL035691.1,0.019580083,0.027272727,0.71793646,-0.47807193,-0.4734586477279663,0.636691589589761,0.7142295204003466,non-significant,1.974197173118589
RNU1-148P,0.04281363,0.032590568,1.3136815,0.3936155,0.47306057810783386,0.6367576187675548,0.7142891481504294,non-significant,1.974197173118589
RPS18P1,0.3780151,0.40617913,0.9306611,-0.10367222,-0.47326335310935974,0.6367825438740196,0.7143026655235772,non-significant,1.974197173118589
AC090114.3,2.453175,2.509401,0.97759384,-0.0326929,-0.47324851155281067,0.6368038474965201,0.7143121200789918,non-significant,1.974197173118589
KEL,5.244332,5.1811037,1.0122036,0.017499473,0.4728468656539917,0.6370427242723707,0.7145656242823867,non-significant,1.974197173118589
AC092435.3,0.064578146,0.07958989,0.81138635,-0.30153906,-0.47283458709716797,0.637092995987808,0.714607565755602,non-significant,1.974197173118589
AL133304.1,0.025632005,0.036363635,0.7048802,-0.50455004,-0.4727534055709839,0.6372382516977515,0.7147337063489716,non-significant,1.974197173118589
TPSB2,8.799192,8.713719,1.009809,0.014082465,0.47252559661865234,0.6372391374264674,0.7147337063489716,non-significant,1.974197173118589
AP003327.2,0.73719716,0.676476,1.089761,0.1240118,0.47268325090408325,0.637244102100791,0.7147337063489716,non-significant,1.974197173118589
HSP90AA6P,2.6323347,2.586351,1.0177794,0.025424827,0.47244182229042053,0.6372610271234672,0.7147382401004723,non-significant,1.974197173118589
AC117498.2,1.761333,1.710691,1.0296032,0.042088505,0.4724856913089752,0.637312428145185,0.7147814404248259,non-significant,1.974197173118589
MIR3928,0.17248312,0.19554341,0.8820707,-0.18103378,-0.47247207164764404,0.637375742597986,0.7148266081034089,non-significant,1.974197173118589
RNU6-658P,1.5824687,1.5334668,1.031955,0.045380067,0.4724500775337219,0.6373784692910515,0.7148266081034089,non-significant,1.974197173118589
C3orf22,0.8681259,0.8258798,1.0511528,0.07197244,0.47213754057884216,0.6375589249296127,0.7150145371961778,non-significant,1.974197173118589
RNVU1-3,2.2381015,2.2948802,0.9752585,-0.036143385,-0.4719450771808624,0.6376246936814428,0.7150673612062718,non-significant,1.974197173118589
RPL7AP57,0.14256063,0.12504444,1.1400797,0.18913473,0.47206830978393555,0.6376394766489457,0.7150673612062718,non-significant,1.974197173118589
RN7SL824P,0.081542045,0.09622694,0.84739316,-0.23889662,-0.47207731008529663,0.637644692879558,0.7150673612062718,non-significant,1.974197173118589
OR8H2,0.04834598,0.06278991,0.7699642,-0.3771367,-0.4721173644065857,0.6376650517648195,0.7150757382041514,non-significant,1.974197173118589
LINC02113,0.024848916,0.018181818,1.3666902,0.4506862,0.4716956913471222,0.6377810714514474,0.7151913864401476,non-significant,1.974197173118589
PHBP17,0.013759399,0.009090909,1.5135334,0.5979205,0.47142893075942993,0.6380063216290643,0.7154151535140456,non-significant,1.974197173118589
AC104689.2,0.013759399,0.009090909,1.5135334,0.5979205,0.4714288115501404,0.6380064086231874,0.7154151535140456,non-significant,1.974197173118589
AC109642.1,0.4873534,0.5240062,0.93005276,-0.10461554,-0.4715138375759125,0.6380722784831734,0.7154618322084902,non-significant,1.974197173118589
OR14K1,0.8618826,0.9054399,0.9518938,-0.07112746,-0.47137901186943054,0.6380738283317212,0.7154618322084902,non-significant,1.974197173118589
AC017033.1,1.234303,1.1915066,1.0359179,0.05090964,0.471219539642334,0.638208198738649,0.7155980369042086,non-significant,1.974197173118589
NDUFS5P3,0.24577004,0.22349966,1.099644,0.13703647,0.470991849899292,0.6384033537622825,0.7157911219868501,non-significant,1.974197173118589
OR8I2,0.009433962,0.018181818,0.51886827,-0.9465598,-0.4711408317089081,0.6384062058066569,0.7157911219868501,non-significant,1.974197173118589
MIR328,0.024688609,0.018181818,1.3578733,0.44134888,0.4708316922187805,0.6384550041496404,0.7158313689594821,non-significant,1.974197173118589
MIR135B,0.24589257,0.270499,0.9090333,-0.13759495,-0.4708072543144226,0.638492073261075,0.7158584638372897,non-significant,1.974197173118589
GPRC5D,4.401504,4.464653,0.9858558,-0.020551428,-0.4707013964653015,0.6386164233129276,0.7159752862182155,non-significant,1.974197173118589
LINC02385,0.09049663,0.10686261,0.8468503,-0.23982117,-0.47073301672935486,0.6386220802774804,0.7159752862182155,non-significant,1.974197173118589
RN7SKP210,0.013831866,0.009090909,1.5215048,0.60549885,0.4704330563545227,0.6386717043500354,0.716003683165925,non-significant,1.974197173118589
VPS33B-DT,3.574332,3.6101432,0.9900804,-0.014382387,-0.4704894423484802,0.6386885183970045,0.716003683165925,non-significant,1.974197173118589
AC137894.1,2.4848704,2.4226623,1.0256776,0.03657727,0.47049620747566223,0.6386947505987697,0.716003683165925,non-significant,1.974197173118589
PCNPP4,0.07705055,0.09090909,0.84755605,-0.23861931,-0.4705263078212738,0.63869903172101,0.716003683165925,non-significant,1.974197173118589
AC011196.1,0.025089756,0.018181818,1.3799365,0.4646018,0.47022899985313416,0.6387383975798413,0.7160333454108746,non-significant,1.974197173118589
AL031432.2,2.798768,2.880946,0.97147536,-0.041750684,-0.47043055295944214,0.6388290339697075,0.7161204801713281,non-significant,1.974197173118589
AC106028.1,0.2972888,0.32281616,0.92092294,-0.11884766,-0.4702160656452179,0.6389536512892113,0.7162377884228546,non-significant,1.974197173118589
AC123786.3,0.035617817,0.045454547,0.783592,-0.35182545,-0.47024354338645935,0.6389595007245992,0.7162377884228546,non-significant,1.974197173118589
OR13D3P,0.20651904,0.18490773,1.1168761,0.15946919,0.47011908888816833,0.638998298018062,0.716266806223701,non-significant,1.974197173118589
ATF4P2,0.13978447,0.12349966,1.1318612,0.17869706,0.4700417220592499,0.6390733955191881,0.7163365117060885,non-significant,1.974197173118589
AC078843.1,0.09701157,0.115953535,0.8366418,-0.25731805,-0.4699994623661041,0.6390916655103531,0.716342517779146,non-significant,1.974197173118589
AC022790.1,0.054878816,0.06895421,0.7958734,-0.32938913,-0.4700547754764557,0.6391272637137093,0.7163679459945168,non-significant,1.974197173118589
WDR41,10.985529,11.007148,0.9980359,-0.0028363725,-0.46965014934539795,0.6392354759408844,0.7164693085555057,non-significant,1.974197173118589
NOM1,10.419861,10.397394,1.0021608,0.0031139944,0.46964728832244873,0.6392435251171149,0.7164693085555057,non-significant,1.974197173118589
Z84492.1,2.7931094,2.8545895,0.97846276,-0.03141116,-0.46963223814964294,0.6393739168266467,0.7166009758498284,non-significant,1.974197173118589
REL,9.60709,9.561291,1.0047901,0.0068941084,0.4691224992275238,0.6396477251215542,0.7168933737979036,non-significant,1.974197173118589
OR10A4,0.08134494,0.09622694,0.8453448,-0.24238822,-0.46913662552833557,0.6396826301528813,0.7169081304493897,non-significant,1.974197173118589
IFNG-AS1,3.1734068,3.099036,1.023998,0.03421293,0.46909308433532715,0.6396867355761823,0.7169081304493897,non-significant,1.974197173118589
OR2T2,0.055518508,0.045454547,1.221407,0.2885441,0.46901094913482666,0.6397639364119694,0.7169686300327811,non-significant,1.974197173118589
LY6G6C,4.9629126,5.049419,0.9828681,-0.02493031,-0.4689536392688751,0.6397665644989701,0.7169686300327811,non-significant,1.974197173118589
AC011458.1,2.1148288,2.0613635,1.0259368,0.03694192,0.46906498074531555,0.6397994549844472,0.7169910065755778,non-significant,1.974197173118589
AP000474.1,0.011872606,0.018181818,0.6529936,-0.6148592,-0.468931645154953,0.6398861372796065,0.7170736627670795,non-significant,1.974197173118589
RNU6-426P,0.0046291417,0.009090909,0.5092061,-0.97367835,-0.4688652753829956,0.6399467899335716,0.7171271466907947,non-significant,1.974197173118589
RN7SL460P,0.056301598,0.06895421,0.81650716,-0.29246256,-0.4687967598438263,0.6399991571696995,0.717171343966369,non-significant,1.974197173118589
AC090287.1,0.004716981,0.009090909,0.51886845,-0.9465593,-0.4687245488166809,0.6401100967736961,0.7171802287756974,non-significant,1.974197173118589
RNA5SP360,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46872448921203613,0.6401101384113372,0.7171802287756974,non-significant,1.974197173118589
AC140063.1,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46872445940971375,0.6401101611429827,0.7171802287756974,non-significant,1.974197173118589
RNU6-842P,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46872445940971375,0.6401101615149217,0.7171802287756974,non-significant,1.974197173118589
AC010881.1,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46872425079345703,0.6401103101690458,0.7171802287756974,non-significant,1.974197173118589
AC011474.3,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46872416138648987,0.6401103732631231,0.7171802287756974,non-significant,1.974197173118589
RNA5SP270,0.004716981,0.009090909,0.51886845,-0.9465593,-0.4687241315841675,0.640110393603742,0.7171802287756974,non-significant,1.974197173118589
MIR4289,0.004716981,0.009090909,0.51886845,-0.9465593,-0.46872398257255554,0.6401105005139688,0.7171802287756974,non-significant,1.974197173118589
AC137627.1,0.20124683,0.22574277,0.89148736,-0.16571376,-0.4685831069946289,0.6401456109235735,0.717191462201944,non-significant,1.974197173118589
HOATZ,2.893912,2.8449996,1.0171925,0.024592707,0.46830883622169495,0.640155038795081,0.717191462201944,non-significant,1.974197173118589
RN7SKP87,0.27942416,0.30894276,0.90445286,-0.14488278,-0.4685795307159424,0.640159307853325,0.717191462201944,non-significant,1.974197173118589
AC012048.1,0.06610993,0.054545455,1.2120153,0.27740785,0.4682185649871826,0.6401958144285499,0.7172178786094251,non-significant,1.974197173118589
ACTR8,10.437852,10.459827,0.99789906,-0.0030342108,-0.46827054023742676,0.6402234854474189,0.7172343955863497,non-significant,1.974197173118589
LARP7P2,0.53863883,0.506031,1.0644385,0.09009255,0.46820688247680664,0.6403507115566252,0.7173624399717624,non-significant,1.974197173118589
ZNF965P,0.00754717,0.0144087495,0.5237911,-0.9329366,-0.46829891204833984,0.6404455409865721,0.7174541870557299,non-significant,1.974197173118589
RNU4-39P,1.6923503,1.647404,1.0272831,0.03883378,0.46789923310279846,0.6405972442081277,0.7176096415754739,non-significant,1.974197173118589
NDUFS6P1,0.062171776,0.050772384,1.2245195,0.29221573,0.46782270073890686,0.6406281002962326,0.7176191569058357,non-significant,1.974197173118589
AGGF1P9,0.024688609,0.018181818,1.3578733,0.44134888,0.4677545130252838,0.6406316078448491,0.7176191569058357,non-significant,1.974197173118589
AC092810.1,0.052207403,0.06363636,0.82040215,-0.28559685,-0.4678747355937958,0.640659090013666,0.7176354522392576,non-significant,1.974197173118589
AC044840.1,0.89959747,0.8558109,1.0511639,0.07198765,0.46774545311927795,0.6406931183633524,0.7176590794831171,non-significant,1.974197173118589
AC108052.1,0.08037858,0.09622694,0.83530223,-0.2596298,-0.46775931119918823,0.6407271730715638,0.7176817715591861,non-significant,1.974197173118589
IL1A,3.2417686,3.1687949,1.0230289,0.03284683,0.4677693545818329,0.6407398424324349,0.7176817715591861,non-significant,1.974197173118589
AC124944.1,4.265482,4.3123283,0.98913664,-0.015758272,-0.4676370322704315,0.6407611634439849,0.7176817715591861,non-significant,1.974197173118589
AC004690.2,0.20116825,0.1795899,1.1201535,0.16369651,0.4675148129463196,0.6407651202669922,0.7176817715591861,non-significant,1.974197173118589
AC096992.1,0.78255194,0.7441427,1.0516154,0.07260712,0.46753570437431335,0.64085080265491,0.7177632488401011,non-significant,1.974197173118589
RPL27AP8,0.1493247,0.13259058,1.126209,0.17147462,0.4674605131149292,0.640900734572019,0.7178046825350375,non-significant,1.974197173118589
RN7SKP111,0.013759399,0.009090909,1.5135334,0.5979205,0.4672039747238159,0.6409960135980028,0.7178686534788016,non-significant,1.974197173118589
MTCO2P10,0.013759399,0.009090909,1.5135334,0.5979205,0.4672037959098816,0.6409961406830363,0.7178686534788016,non-significant,1.974197173118589
FTH1P8,6.3019867,6.266803,1.0056143,0.008077042,0.46725913882255554,0.6409966695148945,0.7178686534788016,non-significant,1.974197173118589
RN7SL586P,0.05175793,0.06363636,0.813339,-0.2980713,-0.46719691157341003,0.6410285246640179,0.7178898374719361,non-significant,1.974197173118589
AP000477.3,0.098479085,0.08336295,1.1813291,0.24041098,0.46704810857772827,0.6410910653580715,0.7179453847533519,non-significant,1.974197173118589
AC133555.3,0.052207407,0.06363636,0.8204022,-0.28559673,-0.46717730164527893,0.6411520120568508,0.717999144744138,non-significant,1.974197173118589
TMEM202,0.10141557,0.08713602,1.1638764,0.21893787,0.4668656587600708,0.6412916226332712,0.7181390639656612,non-significant,1.974197173118589
AC006112.1,0.93835986,0.89088833,1.0532856,0.07489668,0.46674615144729614,0.6413121414651319,0.7181390639656612,non-significant,1.974197173118589
OR55B1P,0.59093577,0.62645584,0.94329995,-0.0842115,-0.46689721941947937,0.6413157881070419,0.7181390639656612,non-significant,1.974197173118589
COX6A1P3,0.035065968,0.027272727,1.285752,0.3626125,0.46676188707351685,0.641382148089878,0.7181931826550898,non-significant,1.974197173118589
RNU2-41P,0.024761077,0.018181818,1.3618591,0.4455774,0.4666440188884735,0.6413900075885316,0.7181931826550898,non-significant,1.974197173118589
AL138724.1,4.2771683,4.3074126,0.9929785,-0.010165595,-0.46631696820259094,0.6414730215452161,0.718271640335202,non-significant,1.974197173118589
RNU4-60P,0.112265415,0.13036227,0.86118025,-0.21561287,-0.4666327238082886,0.6415135316649935,0.7183025033153815,non-significant,1.974197173118589
IRGC,0.6589543,0.62437564,1.0553812,0.07776416,0.46651774644851685,0.6415410084291592,0.718318771900096,non-significant,1.974197173118589
