"","SpeciesName","Species","Genus","Family","WoodDensity","TaxonName"
"3765","Hieronima chocoensis","alchorneoides","Hieronyma","Phyllanthaceae",0.625,"Phyllanthaceae_Hieronyma_alchorneoides"
"3766","Hieronima laxiflora","alchorneoides","Hieronyma","Phyllanthaceae",0.55,"Phyllanthaceae_Hieronyma_alchorneoides"
"3767","Hieronyma alchorneoides","alchorneoides","Hieronyma","Phyllanthaceae",0.62975204742,"Phyllanthaceae_Hieronyma_alchorneoides"
"3768","Hieronima andina","oblonga","Hieronyma","Phyllanthaceae",0.6,"Phyllanthaceae_Hieronyma_oblonga"
"3769","Hieronima oblonga","oblonga","Hieronyma","Phyllanthaceae",0.603,"Phyllanthaceae_Hieronyma_oblonga"
"3770","Hieronyma oblonga","oblonga","Hieronyma","Phyllanthaceae",0.574670033454545,"Phyllanthaceae_Hieronyma_oblonga"
"3771","Hymenocardia acida","acida","Hymenocardia","Phyllanthaceae",0.70181,"Phyllanthaceae_Hymenocardia_acida"
"3772","Keayodendron bridelioides","bridelioides","Keayodendron","Phyllanthaceae",0.628,"Phyllanthaceae_Keayodendron_bridelioides"
"3773","Margaritaria discoidea","discoidea","Margaritaria","Phyllanthaceae",0.727129027,"Phyllanthaceae_Margaritaria_discoidea"
"3774","Margaritaria indica","indica","Margaritaria","Phyllanthaceae",0.68,"Phyllanthaceae_Margaritaria_indica"
"3775","Phyllanthus acidus","acidus","Phyllanthus","Phyllanthaceae",0.6,"Phyllanthaceae_Phyllanthus_acidus"
"3776","Emblica officinalis","emblica","Phyllanthus","Phyllanthaceae",0.8,"Phyllanthaceae_Phyllanthus_emblica"
"3777","Phyllanthus emblica","emblica","Phyllanthus","Phyllanthaceae",0.829920954571429,"Phyllanthaceae_Phyllanthus_emblica"
"3778","Protomegabaria stapfiana","stapfiana","Protomegabaria","Phyllanthaceae",0.602005886666667,"Phyllanthaceae_Protomegabaria_stapfiana"
"3779","Pseudolachnostylis maprouneifolia","maprouneifolia","Pseudolachnostylis","Phyllanthaceae",0.722368,"Phyllanthaceae_Pseudolachnostylis_maprouneifolia"
"3780","Richeria grandis","grandis","Richeria","Phyllanthaceae",0.567692307692308,"Phyllanthaceae_Richeria_grandis"
"3781","Savia dictyocarpa","dictyocarpa","Savia","Phyllanthaceae",0.6525,"Phyllanthaceae_Savia_dictyocarpa"
"3782","Securinega guaraiuva","dictyocarpa","Savia","Phyllanthaceae",0.9,"Phyllanthaceae_Savia_dictyocarpa"
"3783","Spondianthus preussii","preussii","Spondianthus","Phyllanthaceae",0.645006307333333,"Phyllanthaceae_Spondianthus_preussii"
"3784","Uapaca guineensis","guineensis","Uapaca","Phyllanthaceae",0.605553374695652,"Phyllanthaceae_Uapaca_guineensis"
"3785","Gallesia integrifolia","integrifolia","Gallesia","Phytolaccaceae",0.478395483870968,"Phytolaccaceae_Gallesia_integrifolia"
"3786","Phytolacca dioica","dioica","Phytolacca","Phytolaccaceae",0.258,"Phytolaccaceae_Phytolacca_dioica"
"3787","Alvaradoa amorphoides","amorphoides","Alvaradoa","Picramniaceae",0.570624205,"Picramniaceae_Alvaradoa_amorphoides"
"3788","Picramnia latifolia","latifolia","Picramnia","Picramniaceae",0.705788112333333,"Picramniaceae_Picramnia_latifolia"
"3789","Picramnia sellowii","sellowii","Picramnia","Picramniaceae",0.582089895,"Picramniaceae_Picramnia_sellowii"
"3790","Androstachys johnsonii","johnsonii","Androstachys","Picrodendraceae",0.584626666666667,"Picrodendraceae_Androstachys_johnsonii"
"3791","Petalostigma pubescens","pubescens","Petalostigma","Picrodendraceae",0.908236666666667,"Picrodendraceae_Petalostigma_pubescens"
"3792","Abies alba","alba","Abies","Pinaceae",0.467147207080882,"Pinaceae_Abies_alba"
"3793","Abies amabilis","amabilis","Abies","Pinaceae",0.406666666666667,"Pinaceae_Abies_amabilis"
"3794","Abies balsamea","balsamea","Abies","Pinaceae",0.439120483076923,"Pinaceae_Abies_balsamea"
"3795","Abies concolor","concolor","Abies","Pinaceae",0.396578571428571,"Pinaceae_Abies_concolor"
"3796","Abies delavayi","delavayi","Abies","Pinaceae",0.4278,"Pinaceae_Abies_delavayi"
"3797","Abies fabri","fabri","Abies","Pinaceae",0.3879065,"Pinaceae_Abies_fabri"
"3798","Abies fargesii","fargesii","Abies","Pinaceae",0.363455666666667,"Pinaceae_Abies_fargesii"
"3799","Abies faxoniana","fargesii","Abies","Pinaceae",0.416,"Pinaceae_Abies_fargesii"
"3800","Abies firma","firma","Abies","Pinaceae",0.541594897,"Pinaceae_Abies_firma"
"3801","Abies forrestii","forrestii","Abies","Pinaceae",0.402208,"Pinaceae_Abies_forrestii"
"3802","Abies georgei","forrestii","Abies","Pinaceae",0.459333333333333,"Pinaceae_Abies_forrestii"
"3803","Abies grandis","grandis","Abies","Pinaceae",0.41859963,"Pinaceae_Abies_grandis"
"3804","Abies guatemalensis","guatemalensis","Abies","Pinaceae",0.43,"Pinaceae_Abies_guatemalensis"
"3805","Abies holophylla","holophylla","Abies","Pinaceae",0.353516,"Pinaceae_Abies_holophylla"
"3806","Abies arizonica","lasiocarpa","Abies","Pinaceae",0.289,"Pinaceae_Abies_lasiocarpa"
"3807","Abies lasiocarpa","lasiocarpa","Abies","Pinaceae",0.340649062393939,"Pinaceae_Abies_lasiocarpa"
"3808","Abies magnifica","magnifica","Abies","Pinaceae",0.39,"Pinaceae_Abies_magnifica"
"3809","Abies nephrolepis","nephrolepis","Abies","Pinaceae",0.344443369076923,"Pinaceae_Abies_nephrolepis"
"3810","Abies nordmanniana","nordmanniana","Abies","Pinaceae",0.410371006,"Pinaceae_Abies_nordmanniana"
"3811","Abies pindrow","pindrow","Abies","Pinaceae",0.38,"Pinaceae_Abies_pindrow"
"3812","Abies pinsapo","pinsapo","Abies","Pinaceae",0.4391904564,"Pinaceae_Abies_pinsapo"
"3813","Abies procera","procera","Abies","Pinaceae",0.40125,"Pinaceae_Abies_procera"
"3814","Abies ernestii","recurvata","Abies","Pinaceae",0.3925,"Pinaceae_Abies_recurvata"
"3815","Abies recurvata","recurvata","Abies","Pinaceae",0.36,"Pinaceae_Abies_recurvata"
"3816","Abies religiosa","religiosa","Abies","Pinaceae",0.38,"Pinaceae_Abies_religiosa"
"3817","Abies sibirica","sibirica","Abies","Pinaceae",0.343331364606061,"Pinaceae_Abies_sibirica"
"3818","Abies veitchii","veitchii","Abies","Pinaceae",0.3655792532,"Pinaceae_Abies_veitchii"
"3819","Cathaya argyrophylla","argyrophylla","Cathaya","Pinaceae",0.605826571428571,"Pinaceae_Cathaya_argyrophylla"
"3820","Cedrus atlantica","atlantica","Cedrus","Pinaceae",0.4673985056,"Pinaceae_Cedrus_atlantica"
"3821","Cedrus deodara","deodara","Cedrus","Pinaceae",0.540497311714286,"Pinaceae_Cedrus_deodara"
"3822","Cedrus libani","libani","Cedrus","Pinaceae",0.43,"Pinaceae_Cedrus_libani"
"3823","Keteleeria calcarea","davidiana","Keteleeria","Pinaceae",0.556,"Pinaceae_Keteleeria_davidiana"
"3824","Keteleeria davidiana","davidiana","Keteleeria","Pinaceae",0.421082857142857,"Pinaceae_Keteleeria_davidiana"
"3825","Keteleeria pubescens","davidiana","Keteleeria","Pinaceae",0.46,"Pinaceae_Keteleeria_davidiana"
"3826","Keteleeria evelyniana","evelyniana","Keteleeria","Pinaceae",0.431487285714286,"Pinaceae_Keteleeria_evelyniana"
"3827","Larix decidua","decidua","Larix","Pinaceae",0.487532564966667,"Pinaceae_Larix_decidua"
"3828","Larix cajanderi","gmelinii","Larix","Pinaceae",0.53892262826087,"Pinaceae_Larix_gmelinii"
"3829","Larix gmelinii","gmelinii","Larix","Pinaceae",0.4594762513125,"Pinaceae_Larix_gmelinii"
"3830","Larix olgensis","gmelinii","Larix","Pinaceae",0.524086440384615,"Pinaceae_Larix_gmelinii"
"3831","Larix kaempferi","kaempferi","Larix","Pinaceae",0.48053525,"Pinaceae_Larix_kaempferi"
"3832","Larix leptolepis","kaempferi","Larix","Pinaceae",0.4234588284,"Pinaceae_Larix_kaempferi"
"3833","Larix laricina","laricina","Larix","Pinaceae",0.507142857142857,"Pinaceae_Larix_laricina"
"3834","Larix mastersiana","mastersiana","Larix","Pinaceae",0.410169,"Pinaceae_Larix_mastersiana"
"3835","Larix occidentalis","occidentalis","Larix","Pinaceae",0.513787705333333,"Pinaceae_Larix_occidentalis"
"3836","Larix potaninii","potaninii","Larix","Pinaceae",0.437004769230769,"Pinaceae_Larix_potaninii"
"3837","Larix sibirica","sibirica","Larix","Pinaceae",0.472234324220588,"Pinaceae_Larix_sibirica"
"3838","Larix sukaczewii","sibirica","Larix","Pinaceae",0.556716002348485,"Pinaceae_Larix_sibirica"
"3839","Nothotsuga longibracteata","longibracteata","Nothotsuga","Pinaceae",0.52,"Pinaceae_Nothotsuga_longibracteata"
"3840","Tsuga longibracteata","longibracteata","Nothotsuga","Pinaceae",0.5905,"Pinaceae_Nothotsuga_longibracteata"
"3841","Picea abies","abies","Picea","Pinaceae",0.420257837555118,"Pinaceae_Picea_abies"
"3842","Picea asperata","asperata","Picea","Pinaceae",0.31047025,"Pinaceae_Picea_asperata"
"3843","Picea brachytyla","brachytyla","Picea","Pinaceae",0.436971666666667,"Pinaceae_Picea_brachytyla"
"3844","Picea engelmannii","engelmannii","Picea","Pinaceae",0.437700727857143,"Pinaceae_Picea_engelmannii"
"3845","Picea alba","glauca","Picea","Pinaceae",0.529,"Pinaceae_Picea_glauca"
"3846","Picea glauca","glauca","Picea","Pinaceae",0.420473160571429,"Pinaceae_Picea_glauca"
"3847","Picea ajanensis","jezoensis","Picea","Pinaceae",0.404944119,"Pinaceae_Picea_jezoensis"
"3848","Picea jezoensis","jezoensis","Picea","Pinaceae",0.4111555,"Pinaceae_Picea_jezoensis"
"3849","Picea koraiensis","koraiensis","Picea","Pinaceae",0.380722029,"Pinaceae_Picea_koraiensis"
"3850","Picea likiangensis","likiangensis","Picea","Pinaceae",0.380057428571429,"Pinaceae_Picea_likiangensis"
"3851","Picea mariana","mariana","Picea","Pinaceae",0.458860598153846,"Pinaceae_Picea_mariana"
"3852","Picea neoveitchii","neoveitchii","Picea","Pinaceae",0.49,"Pinaceae_Picea_neoveitchii"
"3853","Picea obovata","obovata","Picea","Pinaceae",0.373528380126984,"Pinaceae_Picea_obovata"
"3854","Picea omorika","omorika","Picea","Pinaceae",0.497,"Pinaceae_Picea_omorika"
"3855","Picea purpurea","purpurea","Picea","Pinaceae",0.431780893714286,"Pinaceae_Picea_purpurea"
"3856","Picea rubens","rubens","Picea","Pinaceae",0.381666666666667,"Pinaceae_Picea_rubens"
"3857","Picea schrenkiana","schrenkiana","Picea","Pinaceae",0.423641127,"Pinaceae_Picea_schrenkiana"
"3858","Picea sitchensis","sitchensis","Picea","Pinaceae",0.3909791973,"Pinaceae_Picea_sitchensis"
"3859","Picea morinda","smithiana","Picea","Pinaceae",0.4,"Pinaceae_Picea_smithiana"
"3860","Picea smithiana","smithiana","Picea","Pinaceae",0.431027,"Pinaceae_Picea_smithiana"
"3861","Picea Smithiana","smithiana","Picea","Pinaceae",0.528,"Pinaceae_Picea_smithiana"
"3862","Picea wilsonii","wilsonii","Picea","Pinaceae",0.45,"Pinaceae_Picea_wilsonii"
"3863","Pinus albicaulis","albicaulis","Pinus","Pinaceae",0.454386346,"Pinaceae_Pinus_albicaulis"
"3864","Pinus aristata","aristata","Pinus","Pinaceae",0.520394444444444,"Pinaceae_Pinus_aristata"
"3865","Pinus armandii","armandii","Pinus","Pinaceae",0.379160461538462,"Pinaceae_Pinus_armandii"
"3866","Pinus banksiana","banksiana","Pinus","Pinaceae",0.42,"Pinaceae_Pinus_banksiana"
"3867","Pinus bungeana","bungeana","Pinus","Pinaceae",0.428723,"Pinaceae_Pinus_bungeana"
"3868","Pinus canariensis","canariensis","Pinus","Pinaceae",0.61,"Pinaceae_Pinus_canariensis"
"3869","Pinus caribaea","caribaea","Pinus","Pinaceae",0.50678566666,"Pinaceae_Pinus_caribaea"
"3870","Pinus cembra","cembra","Pinus","Pinaceae",0.4710473272,"Pinaceae_Pinus_cembra"
"3871","Pinus clausa","clausa","Pinus","Pinaceae",0.476666666666667,"Pinaceae_Pinus_clausa"
"3872","Pinus contorta","contorta","Pinus","Pinaceae",0.427060107375,"Pinaceae_Pinus_contorta"
"3873","Pinus densata","densata","Pinus","Pinaceae",0.435214,"Pinaceae_Pinus_densata"
"3874","Pinus densiflora","densiflora","Pinus","Pinaceae",0.434166976333333,"Pinaceae_Pinus_densiflora"
"3875","Pinus devoniana","devoniana","Pinus","Pinaceae",0.45,"Pinaceae_Pinus_devoniana"
"3876","Pinus michoacana","devoniana","Pinus","Pinaceae",0.45,"Pinaceae_Pinus_devoniana"
"3877","Pinus douglasiana","douglasiana","Pinus","Pinaceae",0.45,"Pinaceae_Pinus_douglasiana"
"3878","Pinus echinata","echinata","Pinus","Pinaceae",0.49646540175,"Pinaceae_Pinus_echinata"
"3879","Pinus edulis","edulis","Pinus","Pinaceae",0.56537168816,"Pinaceae_Pinus_edulis"
"3880","Pinus elliottii","elliottii","Pinus","Pinaceae",0.488,"Pinaceae_Pinus_elliottii"
"3881","Pinus fenzeliana","fenzeliana","Pinus","Pinaceae",0.404969111111111,"Pinaceae_Pinus_fenzeliana"
"3882","Pinus kwangtungensis","fenzeliana","Pinus","Pinaceae",0.453666666666667,"Pinaceae_Pinus_fenzeliana"
"3883","Pinus flexilis","flexilis","Pinus","Pinaceae",0.443424872,"Pinaceae_Pinus_flexilis"
"3884","Pinus glabra","glabra","Pinus","Pinaceae",0.423333333333333,"Pinaceae_Pinus_glabra"
"3885","Pinus halepensis","halepensis","Pinus","Pinaceae",0.606798833858556,"Pinaceae_Pinus_halepensis"
"3886","Pinus hartwegii","hartwegii","Pinus","Pinaceae",0.48,"Pinaceae_Pinus_hartwegii"
"3887","Pinus hwangshanensis","hwangshanensis","Pinus","Pinaceae",0.45825,"Pinaceae_Pinus_hwangshanensis"
"3888","Pinus jeffreyi","jeffreyi","Pinus","Pinaceae",0.379,"Pinaceae_Pinus_jeffreyi"
"3889","Pinus insularis","kesiya","Pinus","Pinaceae",0.475,"Pinaceae_Pinus_kesiya"
"3890","Pinus kesiya","kesiya","Pinus","Pinaceae",0.458362307692308,"Pinaceae_Pinus_kesiya"
"3891","Pinus koraiensis","koraiensis","Pinus","Pinaceae",0.3754026697,"Pinaceae_Pinus_koraiensis"
"3892","Pinus krempfii","krempfii","Pinus","Pinaceae",0.482106666666667,"Pinaceae_Pinus_krempfii"
"3893","Pinus lambertiana","lambertiana","Pinus","Pinaceae",0.36,"Pinaceae_Pinus_lambertiana"
"3894","Pinus latteri","latteri","Pinus","Pinaceae",0.562947428571429,"Pinaceae_Pinus_latteri"
"3895","Pinus lawsonii","lawsonii","Pinus","Pinaceae",0.51,"Pinaceae_Pinus_lawsonii"
"3896","Pinus leiophylla","leiophylla","Pinus","Pinaceae",0.46,"Pinaceae_Pinus_leiophylla"
"3897","Pinus massoniana","massoniana","Pinus","Pinaceae",0.470216916666667,"Pinaceae_Pinus_massoniana"
"3898","Pinus merkusii","merkusii","Pinus","Pinaceae",0.5325,"Pinaceae_Pinus_merkusii"
"3899","Pinus monophylla","monophylla","Pinus","Pinaceae",0.4843983335,"Pinaceae_Pinus_monophylla"
"3900","Pinus monticola","monticola","Pinus","Pinaceae",0.373333333333333,"Pinaceae_Pinus_monticola"
"3901","Pinus mugo","mugo","Pinus","Pinaceae",0.5740766845,"Pinaceae_Pinus_mugo"
"3902","Pinus nigra","nigra","Pinus","Pinaceae",0.614486888132458,"Pinaceae_Pinus_nigra"
"3903","Pinus oocarpa","oocarpa","Pinus","Pinaceae",0.534545454545455,"Pinaceae_Pinus_oocarpa"
"3904","Pinus longifolia","palustris","Pinus","Pinaceae",0.405,"Pinaceae_Pinus_palustris"
"3905","Pinus palustris","palustris","Pinus","Pinaceae",0.58,"Pinaceae_Pinus_palustris"
"3906","Pinus patula","patula","Pinus","Pinaceae",0.42609375,"Pinaceae_Pinus_patula"
"3907","Pinus pinaster","pinaster","Pinus","Pinaceae",0.506447160655738,"Pinaceae_Pinus_pinaster"
"3908","Pinus pinea","pinea","Pinus","Pinaceae",0.586789770205298,"Pinaceae_Pinus_pinea"
"3909","Pinus ponderosa","ponderosa","Pinus","Pinaceae",0.440121574641026,"Pinaceae_Pinus_ponderosa"
"3910","Pinus pungens","pungens","Pinus","Pinaceae",0.51,"Pinaceae_Pinus_pungens"
"3911","Pinus radiata","radiata","Pinus","Pinaceae",0.497125,"Pinaceae_Pinus_radiata"
"3912","Pinus resinosa","resinosa","Pinus","Pinaceae",0.416666666666667,"Pinaceae_Pinus_resinosa"
"3913","Pinus rigida","rigida","Pinus","Pinaceae",0.486666666666667,"Pinaceae_Pinus_rigida"
"3914","Pinus roxburghii","roxburghii","Pinus","Pinaceae",0.371571428571429,"Pinaceae_Pinus_roxburghii"
"3915","Pinus serotina","serotina","Pinus","Pinaceae",0.533333333333333,"Pinaceae_Pinus_serotina"
"3916","Pinus sibirica","sibirica","Pinus","Pinaceae",0.365238451307692,"Pinaceae_Pinus_sibirica"
"3917","Pinus strobiformis","strobiformis","Pinus","Pinaceae",0.4068875,"Pinaceae_Pinus_strobiformis"
"3918","Pinus strobus","strobus","Pinus","Pinaceae",0.3764332324,"Pinaceae_Pinus_strobus"
"3919","Pinus sylvestris","sylvestris","Pinus","Pinaceae",0.477901035335253,"Pinaceae_Pinus_sylvestris"
"3920","Pinus tabuliformis","tabuliformis","Pinus","Pinaceae",0.36,"Pinaceae_Pinus_tabuliformis"
"3921","Pinus taeda","taeda","Pinus","Pinaceae",0.4938702802,"Pinaceae_Pinus_taeda"
"3922","Pinus thunbergii","thunbergii","Pinus","Pinaceae",0.47675,"Pinaceae_Pinus_thunbergii"
"3923","Pinus uncinata","uncinata","Pinus","Pinaceae",0.516062122976744,"Pinaceae_Pinus_uncinata"
"3924","Pinus virginiana","virginiana","Pinus","Pinaceae",0.473333333333333,"Pinaceae_Pinus_virginiana"
"3925","Pinus wallichiana","wallichiana","Pinus","Pinaceae",0.385,"Pinaceae_Pinus_wallichiana"
"3926","Pinus yunnanensis","yunnanensis","Pinus","Pinaceae",0.5098,"Pinaceae_Pinus_yunnanensis"
"3927","Pseudolarix amabilis","amabilis","Pseudolarix","Pinaceae",0.426589846153846,"Pinaceae_Pseudolarix_amabilis"
"3928","Pseudotsuga menziesii","menziesii","Pseudotsuga","Pinaceae",0.459694219254545,"Pinaceae_Pseudotsuga_menziesii"
"3929","Pseudotsuga sinensis","sinensis","Pseudotsuga","Pinaceae",0.5395204,"Pinaceae_Pseudotsuga_sinensis"
"3930","Tsuga canadensis","canadensis","Tsuga","Pinaceae",0.404,"Pinaceae_Tsuga_canadensis"
"3931","Tsuga chinensis","chinensis","Tsuga","Pinaceae",0.4586038,"Pinaceae_Tsuga_chinensis"
"3932","Tsuga brunoniana","dumosa","Tsuga","Pinaceae",0.38,"Pinaceae_Tsuga_dumosa"
"3933","Tsuga dumosa","dumosa","Tsuga","Pinaceae",0.409266888888889,"Pinaceae_Tsuga_dumosa"
"3934","Tsuga forrestii","forrestii","Tsuga","Pinaceae",0.4935,"Pinaceae_Tsuga_forrestii"
"3935","Tsuga heterophylla","heterophylla","Tsuga","Pinaceae",0.406666666666667,"Pinaceae_Tsuga_heterophylla"
"3936","Tsuga mertensiana","mertensiana","Tsuga","Pinaceae",0.45,"Pinaceae_Tsuga_mertensiana"
"3937","Piper aequale","aequale","Piper","Piperaceae",0.457972562833333,"Piperaceae_Piper_aequale"
"3938","Piper arboreum","arboreum","Piper","Piperaceae",0.3794502625,"Piperaceae_Piper_arboreum"
"3939","Piper cordulatum","cordulatum","Piper","Piperaceae",0.366995935,"Piperaceae_Piper_cordulatum"
"3940","Piper excelsum","excelsum","Piper","Piperaceae",0.415,"Piperaceae_Piper_excelsum"
"3941","Piper reticulatum","reticulatum","Piper","Piperaceae",0.321423896125,"Piperaceae_Piper_reticulatum"
"3942","Auranticarpa rhombifolia","rhombifolia","Auranticarpa","Pittosporaceae",0.678845111,"Pittosporaceae_Auranticarpa_rhombifolia"
"3943","Hymenosporum flavum","flavum","Hymenosporum","Pittosporaceae",0.607003333333333,"Pittosporaceae_Hymenosporum_flavum"
"3944","Pittosporum eugenioides","eugenioides","Pittosporum","Pittosporaceae",0.688,"Pittosporaceae_Pittosporum_eugenioides"
"3945","Pittosporum ferrugineum","ferrugineum","Pittosporum","Pittosporaceae",0.51,"Pittosporaceae_Pittosporum_ferrugineum"
"3946","Pittosporum pentandrum","pentandrum","Pittosporum","Pittosporaceae",0.5297015,"Pittosporaceae_Pittosporum_pentandrum"
"3947","Pittosporum angustifolium","phillyraeoides","Pittosporum","Pittosporaceae",0.6845,"Pittosporaceae_Pittosporum_phillyraeoides"
"3948","Pittosporum phillyraeoides","phillyraeoides","Pittosporum","Pittosporaceae",0.68474475,"Pittosporaceae_Pittosporum_phillyraeoides"
"3949","Pittosporum ramiflorum","ramiflorum","Pittosporum","Pittosporaceae",0.57,"Pittosporaceae_Pittosporum_ramiflorum"
"3950","Pittosporum rubiginosum","rubiginosum","Pittosporum","Pittosporaceae",0.722,"Pittosporaceae_Pittosporum_rubiginosum"
"3951","Pittosporum undulatum","undulatum","Pittosporum","Pittosporaceae",0.744843333333333,"Pittosporaceae_Pittosporum_undulatum"
"3952","Pittosporum viridiflorum","viridiflorum","Pittosporum","Pittosporaceae",0.63289,"Pittosporaceae_Pittosporum_viridiflorum"
"3953","Platanus hybrida","hispanica","Platanus","Platanaceae",0.785,"Platanaceae_Platanus_hispanica"
"3954","Platanus occidentalis","occidentalis","Platanus","Platanaceae",0.437,"Platanaceae_Platanus_occidentalis"
"3955","Platanus orientalis","orientalis","Platanus","Platanaceae",0.549,"Platanaceae_Platanus_orientalis"
"3956","Acmopyle pancheri","pancheri","Acmopyle","Podocarpaceae",0.596737687,"Podocarpaceae_Acmopyle_pancheri"
"3957","Afrocarpus gracilior","gracilior","Afrocarpus","Podocarpaceae",0.5,"Podocarpaceae_Afrocarpus_gracilior"
"3958","Podocarpus gracilior","gracilior","Afrocarpus","Podocarpaceae",0.508666666666667,"Podocarpaceae_Afrocarpus_gracilior"
"3959","Afrocarpus mannii","mannii","Afrocarpus","Podocarpaceae",0.38,"Podocarpaceae_Afrocarpus_mannii"
"3960","Afrocarpus usambarensis","usambarensis","Afrocarpus","Podocarpaceae",0.4822,"Podocarpaceae_Afrocarpus_usambarensis"
"3961","Podocarpus usambarensis","usambarensis","Afrocarpus","Podocarpaceae",0.4905,"Podocarpaceae_Afrocarpus_usambarensis"
"3962","Dacrycarpus cinctus","cinctus","Dacrycarpus","Podocarpaceae",0.46,"Podocarpaceae_Dacrycarpus_cinctus"
"3963","Dacrycarpus compactus","compactus","Dacrycarpus","Podocarpaceae",0.51,"Podocarpaceae_Dacrycarpus_compactus"
"3964","Podocarpus compactus","compactus","Dacrycarpus","Podocarpaceae",0.51,"Podocarpaceae_Dacrycarpus_compactus"
"3965","Dacrycarpus dacrydioides","dacrydioides","Dacrycarpus","Podocarpaceae",0.43304586375,"Podocarpaceae_Dacrycarpus_dacrydioides"
"3966","Podocarpus dacrydioides","dacrydioides","Dacrycarpus","Podocarpaceae",0.4,"Podocarpaceae_Dacrycarpus_dacrydioides"
"3967","Dacrycarpus imbricatus","imbricatus","Dacrycarpus","Podocarpaceae",0.429668969095238,"Podocarpaceae_Dacrycarpus_imbricatus"
"3968","Podocarpus imbricatus","imbricatus","Dacrycarpus","Podocarpaceae",0.51,"Podocarpaceae_Dacrycarpus_imbricatus"
"3969","Dacrydium balansae","balansae","Dacrydium","Podocarpaceae",0.51,"Podocarpaceae_Dacrydium_balansae"
"3970","Dacrydium beccarii","beccarii","Dacrydium","Podocarpaceae",0.575,"Podocarpaceae_Dacrydium_beccarii"
"3971","Dacrydium cupressinum","cupressinum","Dacrydium","Podocarpaceae",0.574264285714286,"Podocarpaceae_Dacrydium_cupressinum"
"3972","Dacrydium elatum","elatum","Dacrydium","Podocarpaceae",0.500147128230769,"Podocarpaceae_Dacrydium_elatum"
"3973","Dacrydium pierrei","elatum","Dacrydium","Podocarpaceae",0.577,"Podocarpaceae_Dacrydium_elatum"
"3974","Dacrydium nausoriense","nausoriense","Dacrydium","Podocarpaceae",0.52,"Podocarpaceae_Dacrydium_nausoriense"
"3975","Dacrydium nidulum","nidulum","Dacrydium","Podocarpaceae",0.49936,"Podocarpaceae_Dacrydium_nidulum"
"3976","Falcatifolium falciforme","falciforme","Falcatifolium","Podocarpaceae",0.57,"Podocarpaceae_Falcatifolium_falciforme"
"3977","Dacrydium bidwillii","bidwillii","Halocarpus","Podocarpaceae",0.701,"Podocarpaceae_Halocarpus_bidwillii"
"3978","Dacrydium biforme","biformis","Halocarpus","Podocarpaceae",0.795,"Podocarpaceae_Halocarpus_biformis"
"3979","Halocarpus biformis","biformis","Halocarpus","Podocarpaceae",0.692666666666667,"Podocarpaceae_Halocarpus_biformis"
"3980","Lagarostrobos franklinii","franklinii","Lagarostrobos","Podocarpaceae",0.520960064,"Podocarpaceae_Lagarostrobos_franklinii"
"3981","Dacrydium intermedium","intermedius","Lepidothamnus","Podocarpaceae",0.7,"Podocarpaceae_Lepidothamnus_intermedius"
"3982","Lepidothamnus intermedius","intermedius","Lepidothamnus","Podocarpaceae",0.7,"Podocarpaceae_Lepidothamnus_intermedius"
"3983","Dacrydium colensoi","colensoi","Manoao","Podocarpaceae",0.54,"Podocarpaceae_Manoao_colensoi"
"3984","Manoao colensoi","colensoi","Manoao","Podocarpaceae",0.54,"Podocarpaceae_Manoao_colensoi"
"3985","Nageia motleyi","motleyi","Nageia","Podocarpaceae",0.5,"Podocarpaceae_Nageia_motleyi"
"3986","Nageia nagi","nagi","Nageia","Podocarpaceae",0.4372345,"Podocarpaceae_Nageia_nagi"
"3987","Podocarpus nagi","nagi","Nageia","Podocarpaceae",0.467666666666667,"Podocarpaceae_Nageia_nagi"
"3988","Nageia wallichiana","wallichiana","Nageia","Podocarpaceae",0.522953636363636,"Podocarpaceae_Nageia_wallichiana"
"3989","Podocarpus blumei","wallichiana","Nageia","Podocarpaceae",0.6,"Podocarpaceae_Nageia_wallichiana"
"3990","Podocarpus wallichianus","wallichiana","Nageia","Podocarpaceae",0.46,"Podocarpaceae_Nageia_wallichiana"
"3991","Phyllocladus aspleniifolius","aspleniifolius","Phyllocladus","Podocarpaceae",0.549594355666667,"Podocarpaceae_Phyllocladus_aspleniifolius"
"3992","Phyllocladus hypophyllus","hypophyllus","Phyllocladus","Podocarpaceae",0.479982857142857,"Podocarpaceae_Phyllocladus_hypophyllus"
"3993","Phyllocladus alpinus","trichomanoides","Phyllocladus","Podocarpaceae",0.759,"Podocarpaceae_Phyllocladus_trichomanoides"
"3994","Phyllocladus trichomanoides","trichomanoides","Phyllocladus","Podocarpaceae",0.638166666714286,"Podocarpaceae_Phyllocladus_trichomanoides"
"3995","Podocarpus brassii","brassii","Podocarpus","Podocarpaceae",0.42,"Podocarpaceae_Podocarpus_brassii"
"3996","Podocarpus brevifolius","brevifolius","Podocarpus","Podocarpaceae",0.58,"Podocarpaceae_Podocarpus_brevifolius"
"3997","Podocarpus coriaceus","coriaceus","Podocarpus","Podocarpaceae",0.7,"Podocarpaceae_Podocarpus_coriaceus"
"3998","Podocarpus hallii","cunninghamii","Podocarpus","Podocarpaceae",0.577,"Podocarpaceae_Podocarpus_cunninghamii"
"3999","Podocarpus elatus","elatus","Podocarpus","Podocarpaceae",0.482106666666667,"Podocarpaceae_Podocarpus_elatus"
"4000","Podocarpus grayae","grayae","Podocarpus","Podocarpaceae",0.4737,"Podocarpaceae_Podocarpus_grayae"
